,Tamil Words
5986,கரையோட
5987,அண
5988,காளைப
5989,விட்டுவிட்ட
5990,வராவிட்டாலும
5991,குருகூர
5992,கரத்த
5993,கொள்ளுதல
5994,சமர்த்தராயிருக்கிறீர
5995,பெண்டிரும
5996,இளம்பெண்ண
5997,ஸ்தாபனமாக
5998,ஆற்றலும
5999,வெறுமன
6000,முடிக்காமல
6001,ஆகும
6002,மூலபல
6003,கிடப்பதாக
6004,மோகித்த
6005,வெளியிலேய
6006,போய்விட்டத
6007,கண்களுக்குப
6008,உத்தமப
6009,சிந்தனையைத
6010,பாட்டனாருக்க
6011,மார்போட
6012,துங்கபத்திர
6013,எனக்குமில்ல
6014,தண்ணீரிலுமாக
6015,போய்விடும
6016,கொள்வார
6017,கவனமாக
6018,ஓடக்காரர்களைப
6019,உட்கார்ந்திருந்தார்கள
6020,ஓடைப
6021,எப்படிப
6022,பிடுங்கினான
6023,சந்தேகத்துடன
6024,இணையான
6025,அடைந்திருக்கிறத
6026,மெய்யாகத்தான
6027,மனதிற்குள்ளேய
6028,நாலாபக்கமும
6029,சூரசிகாமண
6030,உற்சாகத்த
6031,திருமாலுக்க
6032,கந்தமாறவேள
6033,வந்தீர்கள
6034,கீதத்தின
6035,நாக்கைத
6036,ஆதரிப்பதாகத
6037,போலிருந்தத
6038,நாட்ட
6039,எறிந்தான
6040,நாதமுனிகளின
6041,வீட்டிலும
6042,நின்றன
6043,வைத்த
6044,காலமாகவ
6045,கருணையுள்ளவர்கள
6046,தூதனாக
6047,சொல்லுவதையெல்லாம
6048,தென்குரங்காடுதுற
6049,துணிச்சுருளில
6050,விடிவதற்குள
6051,அடுத்தபட
6052,இறங்கியானதும
6053,நாட்டின
6054,எழுந்திருக்க
6055,மந்திரவாதிய
6056,கபாலம
6057,இணைபிரியாமல
6058,தொடங்கினாய
6059,மோதிப
6060,இளம்பெண்ணைக
6061,உள்ளிருந்த
6062,தாய்மார்களோட
6063,இப்படிப்பட்ட
6064,கண்டிப்பான
6065,நீசன
6066,தொல்லைகளில
6067,தௌியும
6068,கெட்டுவிடும
6069,வாங்கத்தான
6070,காலாந்தகன
6071,கூறினார
6072,நகர்ப்புறத்துக்க
6073,கிடைக்கின்ற
6074,அலைகளின
6075,கவனிக்கவில்ல
6076,காற்பட
6077,வாஞ்ச
6078,கப்பலின
6079,எண்ணமும
6080,தஞ்சைய
6081,கணவாய
6082,சொன்னாய
6083,என்கிறார
6084,விரும்பியதில
6085,பெண்ணைக
6086,பலகையில
6087,பொந்துகளும
6088,பிரவேசித்ததும
6089,பரவசத்துடன
6090,மரஞ
6091,கொண்டிராவிட்டால
6092,ஜனக்கூட்டம
6093,பேச்ச
6094,இரண்டொருவர
6095,கரகோஷமும
6096,குந்தவைதேவியும
6097,விற்பவர்கள
6098,இதுவ
6099,விட்டில
6100,நேர்ந்துவிட்டால
6101,தரக்கூடிய
6102,வரவேண்டியதில்ல
6103,பழந்துணியையும
6104,உண்மையாகும
6105,சொல்லிவிட்டுச
6106,அப்பொன
6107,தொடங்கினார
6108,ஏரிக்கரையிலிருந்த
6109,முதலியவற்றினாலும
6110,புலிக்குக
6111,பாடல்தான
6112,மறைத்திருந்தன
6113,வெளிப்பக
6114,ஏற்பாட்டிற்குச
6115,தனியாகக
6116,நிறைவேற்றிக
6117,எல்லாம
6118,மரமாக
6119,தண்டைச
6120,இதற்கிடையில
6121,சபிக்கிறீர்கள
6122,மாளிகையாக
6123,கனவிலும
6124,பிரிக்கக
6125,எதிர்கொண்ட
6126,அச்சிதைய
6127,பெருகுவதற்குப
6128,சக்கர
6129,மரியாத
6130,தன்னிடமிருந்த
6131,எந்தவிதமான
6132,அப்போதெல்லாம
6133,தாங்கிக
6134,மூத்தவர
6135,மயமாயிருந்தத
6136,முன்னோக்கிக
6137,மரக்கிளையின
6138,வேலைப
6139,என்றெல்லாம
6140,சூரபத்மன
6141,எதிர்த
6142,சிறிதுமின்றிச
6143,மந்திரம
6144,தூவிடக
6145,மழவரையன
6146,விரைவாக
6147,கோட்டைக்குத
6148,பொறாமைய
6149,அவளுடன
6150,ஜொலிப்ப
6151,சந்தட
6152,எதிர்பார்த்துச
6153,நந்தினியைத்தான
6154,முடியட்டும
6155,பலராமரைப
6156,நடத்தினார்கள
6157,முரட்டுப
6158,சந்தேகப்படுவதைக
6159,பலகைகளும
6160,அரசாள்வதில
6161,பிள்ளையைச
6162,உத்தேசித்திருக்க
6163,அப்பண்டங்கள
6164,மகாராஜாவுக்க
6165,பர்வதத்த
6166,ஆசைப்பட்டோம
6167,ஒருவனாகச
6168,விழுந்தத
6169,படிக்கட்டுகளுக்குச
6170,தோன்றாமல
6171,வைப்பதும
6172,நின்றவர்களும
6173,வேலும
6174,தள்ளிக
6175,இரகசியத்தைக
6176,ஏற்படவில்லைய
6177,விஷயத்தில
6178,வேண்டுமாக்கும
6179,விடுவதில்ல
6180,கோஷ்டியார
6181,சொல்லிற்ற
6182,கோஷ்டியும
6183,அனுமதிய
6184,கோட்டையிலிருந்த
6185,அற்புதமான
6186,தோல்விகள
